pattern,batch-size,algo,bs_position,precision,device_name,median,nruns,ecs
"[[4, 768, 768, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,50038.0,2.0,
"[[4, 768, 768, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49569.5,2.0,
"[[4, 768, 768, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9368.0,2.0,
"[[4, 768, 768, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9648.0,2.0,
"[[4, 768, 768, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11169.5,2.0,
"[[4, 768, 768, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,30322.0,2.0,
"[[4, 768, 768, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,106233.5,2.0,
"[[4, 768, 768, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,115189.5,2.0,
"[[4, 768, 768, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,11982.5,2.0,
"[[4, 768, 768, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,13257.0,2.0,
"[[4, 768, 768, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,15272.5,2.0,
"[[4, 768, 768, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,41390.0,2.0,
"[[4, 768, 768, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,233143.0,2.0,
"[[4, 768, 768, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,242262.5,2.0,
"[[4, 768, 768, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,18304.0,2.0,
"[[4, 768, 768, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,19032.5,2.0,
"[[4, 768, 768, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,24979.5,2.0,
"[[4, 768, 768, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,64134.0,2.0,
"[[4, 768, 768, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,1005153.5,2.0,
"[[4, 768, 768, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,443789.0,2.0,
"[[4, 1024, 1024, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7805.0,2.0,
"[[4, 1024, 1024, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10067.5,4.0,
"[[4, 1024, 1024, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7642.0,8.0,
"[[4, 1024, 1024, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9451.0,8.0,
"[[4, 1024, 1024, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9138.0,8.0,
"[[4, 1024, 1024, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,10155.5,8.0,
"[[4, 1024, 1024, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,11002.5,4.0,
"[[4, 1024, 1024, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,10617.0,4.0,
"[[4, 1024, 1024, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9508.0,4.0,
"[[4, 1024, 1024, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10522.0,4.0,
"[[4, 1024, 1024, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10067.5,4.0,
"[[4, 1024, 1024, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8005.0,2.0,
"[[4, 1024, 1024, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,22520.0,2.0,
"[[4, 1024, 1024, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,22235.0,2.0,
"[[4, 1024, 1024, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7659.0,2.0,
"[[4, 1024, 1024, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8852.5,2.0,
"[[4, 1024, 1024, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8066.5,2.0,
"[[4, 1024, 1024, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,15980.0,2.0,
"[[4, 1024, 1024, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,50247.5,2.0,
"[[4, 1024, 1024, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,48735.5,2.0,
"[[4, 1024, 1024, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,36610.0,2.0,
"[[4, 1024, 1024, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,18905.5,2.0,
"[[4, 1024, 1024, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9528.5,2.0,
"[[4, 1024, 1024, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10147.0,2.0,
"[[4, 1024, 1024, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10241.0,2.0,
"[[4, 1024, 1024, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,25365.0,2.0,
"[[4, 1024, 1024, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,86591.5,2.0,
"[[4, 1024, 1024, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,90761.5,2.0,
"[[4, 1024, 1024, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,14084.5,2.0,
"[[4, 1024, 1024, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,15333.5,2.0,
"[[4, 1024, 1024, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,16359.0,2.0,
"[[4, 1024, 1024, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,41746.5,2.0,
"[[4, 1024, 1024, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,232078.0,2.0,
"[[4, 1024, 1024, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,230894.5,2.0,
"[[4, 1024, 1024, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,19001.0,2.0,
"[[4, 1024, 1024, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,20192.5,2.0,
"[[4, 1024, 1024, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,22497.5,2.0,
"[[4, 1024, 1024, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,57883.5,2.0,
"[[4, 1024, 1024, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,417037.5,2.0,
"[[4, 1024, 1024, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,396372.0,2.0,
"[[6, 48, 48, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,5519.0,128.0,
"[[6, 48, 48, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10828.0,512.0,
"[[6, 48, 48, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5328.5,256.0,
"[[6, 48, 48, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,4901.5,256.0,
"[[6, 48, 48, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7350.5,256.0,
"[[6, 48, 48, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5099.5,128.0,
"[[6, 48, 48, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14190.0,512.0,
"[[6, 48, 48, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7217.5,256.0,
"[[6, 48, 48, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10178.5,128.0,
"[[6, 48, 48, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10236.5,128.0,
"[[6, 48, 48, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10288.0,128.0,
"[[6, 48, 48, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7807.0,64.0,
"[[6, 48, 48, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9482.0,128.0,
"[[6, 48, 48, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,9516.0,128.0,
"[[6, 48, 48, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7703.5,64.0,
"[[6, 48, 48, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,6776.5,64.0,
"[[6, 48, 48, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8065.0,64.0,
"[[6, 48, 48, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6872.5,32.0,
"[[6, 48, 48, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9626.0,64.0,
"[[6, 48, 48, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,9533.5,64.0,
"[[6, 48, 48, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,5292.0,32.0,
"[[6, 48, 48, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8742.5,128.0,
"[[6, 48, 48, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9739.0,64.0,
"[[6, 48, 48, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9104.5,64.0,
"[[6, 48, 48, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10868.5,64.0,
"[[6, 48, 48, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5517.0,16.0,
"[[6, 48, 48, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,8914.5,32.0,
"[[6, 48, 48, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,8773.5,32.0,
"[[6, 48, 48, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7506.5,32.0,
"[[6, 48, 48, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,6793.5,32.0,
"[[6, 48, 48, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9244.5,32.0,
"[[6, 48, 48, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5210.5,8.0,
"[[6, 48, 48, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9553.5,16.0,
"[[6, 48, 48, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,9408.0,16.0,
"[[6, 48, 48, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9707.5,32.0,
"[[6, 48, 48, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8829.0,32.0,
"[[6, 48, 48, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7075.5,16.0,
"[[6, 48, 48, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7245.5,8.0,
"[[6, 48, 48, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7473.0,8.0,
"[[6, 48, 48, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,14203.0,16.0,
"[[6, 48, 48, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7624.0,16.0,
"[[6, 48, 48, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,6462.0,16.0,
"[[6, 48, 48, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6371.5,8.0,
"[[6, 48, 48, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5754.5,4.0,
"[[6, 48, 48, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,15691.5,8.0,
"[[6, 48, 48, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7804.0,4.0,
"[[6, 48, 48, 16]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8128.5,8.0,
"[[6, 48, 48, 16]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9623.5,32.0,
"[[6, 48, 48, 16]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9743.5,16.0,
"[[6, 48, 48, 16]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8660.5,16.0,
"[[6, 48, 48, 16]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9218.5,8.0,
"[[6, 48, 48, 16]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7461.0,4.0,
"[[6, 48, 48, 16]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7819.0,2.0,
"[[6, 48, 48, 16]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7016.0,2.0,
"[[6, 48, 48, 24]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7576.5,8.0,
"[[6, 48, 48, 24]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,13000.0,16.0,
"[[6, 48, 48, 24]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9170.0,4.0,
"[[6, 48, 48, 24]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5732.5,2.0,
"[[6, 48, 48, 24]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,16284.5,2.0,
"[[6, 48, 48, 24]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,15159.5,2.0,
"[[6, 48, 48, 32]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9987.0,8.0,
"[[6, 48, 48, 32]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8595.5,8.0,
"[[6, 48, 48, 32]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7216.5,2.0,
"[[6, 48, 48, 32]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7411.0,2.0,
"[[6, 48, 48, 32]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,29291.5,2.0,
"[[6, 48, 48, 32]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,28967.5,2.0,
"[[6, 48, 48, 48]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7736.0,4.0,
"[[6, 48, 48, 48]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,13066.5,8.0,
"[[6, 48, 48, 48]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11746.5,2.0,
"[[6, 48, 48, 48]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,10930.5,2.0,
"[[6, 48, 48, 48]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,62083.0,2.0,
"[[6, 48, 48, 48]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,63568.0,2.0,
"[[6, 48, 48, 64]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9516.0,2.0,
"[[6, 48, 48, 64]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8565.5,8.0,
"[[6, 48, 48, 64]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5682.5,2.0,
"[[6, 48, 48, 64]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8528.0,4.0,
"[[6, 48, 48, 64]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,15652.0,2.0,
"[[6, 48, 48, 64]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,14913.0,2.0,
"[[6, 48, 48, 64]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,106855.5,2.0,
"[[6, 48, 48, 64]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,115259.5,2.0,
"[[6, 48, 48, 96]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8653.5,2.0,
"[[6, 48, 48, 96]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,13230.0,4.0,
"[[6, 48, 48, 96]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,24841.5,2.0,
"[[6, 48, 48, 96]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,22270.5,2.0,
"[[6, 48, 48, 96]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,297957.0,2.0,
"[[6, 48, 48, 96]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,269944.0,2.0,
"[[6, 48, 48, 128]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12293.5,2.0,
"[[6, 48, 48, 128]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8616.5,2.0,
"[[6, 48, 48, 128]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,38839.5,2.0,
"[[6, 48, 48, 128]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,29911.0,2.0,
"[[6, 48, 48, 128]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,996719.0,2.0,
"[[6, 48, 48, 128]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,446702.0,2.0,
"[[6, 48, 192, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8935.0,64.0,
"[[6, 48, 192, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8255.5,128.0,
"[[6, 48, 192, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5300.5,128.0,
"[[6, 48, 192, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9164.0,256.0,
"[[6, 48, 192, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6435.0,128.0,
"[[6, 48, 192, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7335.5,128.0,
"[[6, 48, 192, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,10464.5,128.0,
"[[6, 48, 192, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,10204.5,128.0,
"[[6, 48, 192, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5858.5,32.0,
"[[6, 48, 192, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10958.0,64.0,
"[[6, 48, 192, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11949.5,64.0,
"[[6, 48, 192, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9308.0,32.0,
"[[6, 48, 192, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9278.5,32.0,
"[[6, 48, 192, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,8938.0,32.0,
"[[6, 48, 192, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8607.0,32.0,
"[[6, 48, 192, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8505.5,32.0,
"[[6, 48, 192, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9804.5,32.0,
"[[6, 48, 192, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7744.5,16.0,
"[[6, 48, 192, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9421.0,16.0,
"[[6, 48, 192, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,9578.0,16.0,
"[[6, 48, 192, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,6376.0,16.0,
"[[6, 48, 192, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7297.0,32.0,
"[[6, 48, 192, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,11377.0,32.0,
"[[6, 48, 192, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10505.5,32.0,
"[[6, 48, 192, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6889.0,16.0,
"[[6, 48, 192, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6391.0,8.0,
"[[6, 48, 192, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,8971.0,8.0,
"[[6, 48, 192, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7064.5,8.0,
"[[6, 48, 192, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8606.0,16.0,
"[[6, 48, 192, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7942.0,16.0,
"[[6, 48, 192, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6315.5,8.0,
"[[6, 48, 192, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5569.0,4.0,
"[[6, 48, 192, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,8816.0,4.0,
"[[6, 48, 192, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,11421.5,16.0,
"[[6, 48, 192, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10517.0,16.0,
"[[6, 48, 192, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9244.0,8.0,
"[[6, 48, 192, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,4133.0,2.0,
"[[6, 48, 192, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7607.5,2.0,
"[[6, 48, 192, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,6798.0,2.0,
"[[6, 48, 192, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9050.0,8.0,
"[[6, 48, 192, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7945.5,8.0,
"[[6, 48, 192, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8852.0,4.0,
"[[6, 48, 192, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6523.0,2.0,
"[[6, 48, 192, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,16176.0,2.0,
"[[6, 48, 192, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,15499.5,2.0,
"[[6, 48, 192, 16]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,10879.0,4.0,
"[[6, 48, 192, 16]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11259.5,16.0,
"[[6, 48, 192, 16]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,6411.0,4.0,
"[[6, 48, 192, 16]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10724.0,8.0,
"[[6, 48, 192, 16]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7248.0,2.0,
"[[6, 48, 192, 16]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9233.5,2.0,
"[[6, 48, 192, 16]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,26529.5,2.0,
"[[6, 48, 192, 16]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,27997.0,2.0,
"[[6, 48, 192, 24]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10166.0,4.0,
"[[6, 48, 192, 24]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7370.0,4.0,
"[[6, 48, 192, 24]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,14959.0,2.0,
"[[6, 48, 192, 24]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,14952.5,2.0,
"[[6, 48, 192, 24]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,59377.0,2.0,
"[[6, 48, 192, 24]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,65023.5,2.0,
"[[6, 48, 192, 32]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,6949.0,2.0,
"[[6, 48, 192, 32]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10345.0,4.0,
"[[6, 48, 192, 32]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,24101.0,2.0,
"[[6, 48, 192, 32]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,20833.0,2.0,
"[[6, 48, 192, 32]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,106339.0,2.0,
"[[6, 48, 192, 32]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,109267.5,2.0,
"[[6, 48, 192, 48]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,11338.0,2.0,
"[[6, 48, 192, 48]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7452.0,2.0,
"[[6, 48, 192, 48]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,37465.0,2.0,
"[[6, 48, 192, 48]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,32394.0,2.0,
"[[6, 48, 192, 48]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,288180.0,2.0,
"[[6, 48, 192, 48]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,246618.5,2.0,
"[[6, 64, 64, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8270.5,256.0,
"[[6, 64, 64, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7798.0,256.0,
"[[6, 64, 64, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5163.0,256.0,
"[[6, 64, 64, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,5075.0,256.0,
"[[6, 64, 64, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8468.5,256.0,
"[[6, 64, 64, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6862.0,128.0,
"[[6, 64, 64, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9575.0,256.0,
"[[6, 64, 64, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,8858.5,256.0,
"[[6, 64, 64, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5690.5,64.0,
"[[6, 64, 64, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,5814.5,64.0,
"[[6, 64, 64, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5988.0,64.0,
"[[6, 64, 64, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9998.5,64.0,
"[[6, 64, 64, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7544.5,64.0,
