pattern,batch-size,algo,bs_position,precision,device_name,median,nruns,ecs
"[[1, 96, 96, 64]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8897.0,16.0,
"[[1, 96, 96, 64]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7771.0,8.0,
"[[1, 96, 96, 64]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11247.0,16.0,
"[[1, 96, 96, 64]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5171.5,2.0,
"[[1, 96, 96, 64]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9023.5,4.0,
"[[1, 96, 96, 64]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14183.0,2.0,
"[[1, 96, 96, 64]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,13233.0,2.0,
"[[1, 96, 96, 96]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7270.5,2.0,
"[[1, 96, 96, 96]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7067.5,8.0,
"[[1, 96, 96, 96]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12382.0,8.0,
"[[1, 96, 96, 96]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8669.5,8.0,
"[[1, 96, 96, 96]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8181.5,2.0,
"[[1, 96, 96, 96]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6632.5,2.0,
"[[1, 96, 96, 96]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,27999.0,2.0,
"[[1, 96, 96, 96]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,28925.0,2.0,
"[[1, 96, 96, 128]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9890.0,2.0,
"[[1, 96, 96, 128]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9000.0,8.0,
"[[1, 96, 96, 128]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8570.0,4.0,
"[[1, 96, 96, 128]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11463.0,8.0,
"[[1, 96, 96, 128]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,12382.5,2.0,
"[[1, 96, 96, 128]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9023.5,2.0,
"[[1, 96, 96, 128]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,50169.5,2.0,
"[[1, 96, 96, 128]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49877.5,2.0,
"[[1, 96, 384, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,6402.0,128.0,
"[[1, 96, 384, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7726.5,256.0,
"[[1, 96, 384, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5083.0,256.0,
"[[1, 96, 384, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,3811.0,256.0,
"[[1, 96, 384, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,4361.5,256.0,
"[[1, 96, 384, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,3889.5,256.0,
"[[1, 96, 384, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,8802.5,512.0,
"[[1, 96, 384, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7041.0,512.0,
"[[1, 96, 384, 2]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7065.0,64.0,
"[[1, 96, 384, 2]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,14242.0,256.0,
"[[1, 96, 384, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9266.0,128.0,
"[[1, 96, 384, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8193.5,128.0,
"[[1, 96, 384, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9462.0,128.0,
"[[1, 96, 384, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7108.5,128.0,
"[[1, 96, 384, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,11369.0,256.0,
"[[1, 96, 384, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,9262.0,256.0,
"[[1, 96, 384, 3]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,11375.5,64.0,
"[[1, 96, 384, 3]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9978.5,128.0,
"[[1, 96, 384, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,6322.0,64.0,
"[[1, 96, 384, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,12440.0,128.0,
"[[1, 96, 384, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7323.0,64.0,
"[[1, 96, 384, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6703.0,64.0,
"[[1, 96, 384, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,10327.0,128.0,
"[[1, 96, 384, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,9924.0,128.0,
"[[1, 96, 384, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7423.0,32.0,
"[[1, 96, 384, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,13775.0,128.0,
"[[1, 96, 384, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8785.5,64.0,
"[[1, 96, 384, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8180.5,64.0,
"[[1, 96, 384, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10016.5,64.0,
"[[1, 96, 384, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9438.5,64.0,
"[[1, 96, 384, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7510.0,64.0,
"[[1, 96, 384, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,6942.0,64.0,
"[[1, 96, 384, 6]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,6443.0,16.0,
"[[1, 96, 384, 6]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10934.0,64.0,
"[[1, 96, 384, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,6772.0,32.0,
"[[1, 96, 384, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11684.5,64.0,
"[[1, 96, 384, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8827.5,32.0,
"[[1, 96, 384, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8015.0,32.0,
"[[1, 96, 384, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9055.5,32.0,
"[[1, 96, 384, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,8774.5,32.0,
"[[1, 96, 384, 8]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9364.5,16.0,
"[[1, 96, 384, 8]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,6723.5,32.0,
"[[1, 96, 384, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9363.5,32.0,
"[[1, 96, 384, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7715.0,32.0,
"[[1, 96, 384, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6732.0,16.0,
"[[1, 96, 384, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5622.5,16.0,
"[[1, 96, 384, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14097.5,32.0,
"[[1, 96, 384, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,13945.5,32.0,
"[[1, 96, 384, 12]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8639.0,8.0,
"[[1, 96, 384, 12]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9869.5,32.0,
"[[1, 96, 384, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7195.0,16.0,
"[[1, 96, 384, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11780.5,32.0,
"[[1, 96, 384, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6278.5,8.0,
"[[1, 96, 384, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8494.0,16.0,
"[[1, 96, 384, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,8535.0,8.0,
"[[1, 96, 384, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,14645.5,16.0,
"[[1, 96, 384, 16]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,12633.0,8.0,
"[[1, 96, 384, 16]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,12250.0,32.0,
"[[1, 96, 384, 16]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10927.0,16.0,
"[[1, 96, 384, 16]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7717.5,16.0,
"[[1, 96, 384, 16]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5161.0,4.0,
"[[1, 96, 384, 16]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5523.0,8.0,
"[[1, 96, 384, 16]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,12615.5,8.0,
"[[1, 96, 384, 16]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,11724.0,8.0,
"[[1, 96, 384, 24]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,5726.0,2.0,
"[[1, 96, 384, 24]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9284.0,16.0,
"[[1, 96, 384, 24]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8576.0,8.0,
"[[1, 96, 384, 24]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11348.0,16.0,
"[[1, 96, 384, 24]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5242.0,2.0,
"[[1, 96, 384, 24]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8373.5,8.0,
"[[1, 96, 384, 24]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7291.5,2.0,
"[[1, 96, 384, 24]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,6804.0,2.0,
"[[1, 96, 384, 32]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7131.5,2.0,
"[[1, 96, 384, 32]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,12725.0,16.0,
"[[1, 96, 384, 32]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,11886.5,8.0,
"[[1, 96, 384, 32]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7692.0,8.0,
"[[1, 96, 384, 32]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8499.0,2.0,
"[[1, 96, 384, 32]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5365.5,4.0,
"[[1, 96, 384, 32]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,13640.0,2.0,
"[[1, 96, 384, 32]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,12341.0,2.0,
"[[1, 96, 384, 48]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,13892.5,2.0,
"[[1, 96, 384, 48]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10023.5,8.0,
"[[1, 96, 384, 48]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9384.5,4.0,
"[[1, 96, 384, 48]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11693.0,8.0,
"[[1, 96, 384, 48]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,12924.0,2.0,
"[[1, 96, 384, 48]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8202.5,4.0,
"[[1, 96, 384, 48]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,27033.0,2.0,
"[[1, 96, 384, 48]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,27732.0,2.0,
"[[1, 96, 384, 64]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,21336.0,2.0,
"[[1, 96, 384, 64]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,6955.5,4.0,
"[[1, 96, 384, 64]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7071.0,2.0,
"[[1, 96, 384, 64]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7713.0,4.0,
"[[1, 96, 384, 64]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,17518.0,2.0,
"[[1, 96, 384, 64]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5008.5,2.0,
"[[1, 96, 384, 64]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,46920.5,2.0,
"[[1, 96, 384, 64]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,48999.0,2.0,
"[[1, 96, 384, 96]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,34682.0,2.0,
"[[1, 96, 384, 96]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10140.5,4.0,
"[[1, 96, 384, 96]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10110.5,2.0,
"[[1, 96, 384, 96]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11081.5,4.0,
"[[1, 96, 384, 96]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,26479.5,2.0,
"[[1, 96, 384, 96]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7887.0,2.0,
"[[1, 96, 384, 96]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,106370.5,2.0,
"[[1, 96, 384, 96]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,108762.5,2.0,
"[[1, 96, 384, 128]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,43477.5,2.0,
"[[1, 96, 384, 128]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7023.0,2.0,
"[[1, 96, 384, 128]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,13927.5,2.0,
"[[1, 96, 384, 128]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7591.5,2.0,
"[[1, 96, 384, 128]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,37532.0,2.0,
"[[1, 96, 384, 128]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,10371.5,2.0,
"[[1, 96, 384, 128]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,227931.0,2.0,
"[[1, 96, 384, 128]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,194658.0,2.0,
"[[1, 128, 128, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9406.0,512.0,
"[[1, 128, 128, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8470.0,512.0,
"[[1, 128, 128, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,5769.5,512.0,
"[[1, 128, 128, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,5296.0,512.0,
"[[1, 128, 128, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5257.0,512.0,
"[[1, 128, 128, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5086.0,512.0,
"[[1, 128, 128, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9208.0,1024.0,
"[[1, 128, 128, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7917.0,1024.0,
"[[1, 128, 128, 2]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,12103.5,256.0,
"[[1, 128, 128, 2]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8764.0,256.0,
"[[1, 128, 128, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10126.0,256.0,
"[[1, 128, 128, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8828.5,256.0,
"[[1, 128, 128, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10554.5,256.0,
"[[1, 128, 128, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5858.5,128.0,
"[[1, 128, 128, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,10579.5,512.0,
"[[1, 128, 128, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,11096.0,512.0,
"[[1, 128, 128, 3]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8731.0,128.0,
"[[1, 128, 128, 3]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11329.5,256.0,
"[[1, 128, 128, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,6430.5,128.0,
"[[1, 128, 128, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,6393.0,128.0,
"[[1, 128, 128, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7142.5,128.0,
"[[1, 128, 128, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6464.0,64.0,
"[[1, 128, 128, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,9525.5,256.0,
"[[1, 128, 128, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,8885.5,256.0,
"[[1, 128, 128, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,6162.0,64.0,
"[[1, 128, 128, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7383.0,128.0,
"[[1, 128, 128, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8631.0,128.0,
"[[1, 128, 128, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8390.5,128.0,
"[[1, 128, 128, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9673.5,128.0,
"[[1, 128, 128, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,5108.0,32.0,
"[[1, 128, 128, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7214.0,128.0,
"[[1, 128, 128, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7272.5,128.0,
"[[1, 128, 128, 6]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,10755.5,64.0,
"[[1, 128, 128, 6]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10899.0,128.0,
"[[1, 128, 128, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,13026.0,128.0,
"[[1, 128, 128, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,12463.5,128.0,
"[[1, 128, 128, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8044.0,64.0,
"[[1, 128, 128, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8590.0,32.0,
"[[1, 128, 128, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,7259.5,64.0,
"[[1, 128, 128, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,7610.0,64.0,
"[[1, 128, 128, 8]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7873.5,32.0,
"[[1, 128, 128, 8]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,14719.0,128.0,
"[[1, 128, 128, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8146.0,64.0,
"[[1, 128, 128, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8083.0,64.0,
"[[1, 128, 128, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5869.0,32.0,
"[[1, 128, 128, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6218.5,16.0,
"[[1, 128, 128, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,11783.5,64.0,
"[[1, 128, 128, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,11409.5,64.0,
"[[1, 128, 128, 12]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7054.5,16.0,
"[[1, 128, 128, 12]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,10652.5,64.0,
"[[1, 128, 128, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12454.5,64.0,
"[[1, 128, 128, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,12027.5,64.0,
"[[1, 128, 128, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10291.5,32.0,
"[[1, 128, 128, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9682.5,16.0,
"[[1, 128, 128, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,13287.0,32.0,
"[[1, 128, 128, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,14058.0,32.0,
"[[1, 128, 128, 16]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9101.5,16.0,
"[[1, 128, 128, 16]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7193.0,32.0,
"[[1, 128, 128, 16]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8404.0,32.0,
"[[1, 128, 128, 16]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7819.5,32.0,
"[[1, 128, 128, 16]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8118.0,16.0,
"[[1, 128, 128, 16]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6271.5,8.0,
"[[1, 128, 128, 16]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,10852.0,16.0,
"[[1, 128, 128, 16]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,10915.5,16.0,
"[[1, 128, 128, 24]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,2075.0,1024.0,
"[[1, 128, 128, 24]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,12002.5,32.0,
"[[1, 128, 128, 24]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,6844.5,16.0,
"[[1, 128, 128, 24]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11765.5,32.0,
"[[1, 128, 128, 24]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8083.5,8.0,
"[[1, 128, 128, 24]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9521.5,8.0,
"[[1, 128, 128, 24]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14044.0,8.0,
"[[1, 128, 128, 24]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,14528.0,8.0,
"[[1, 128, 128, 32]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9090.5,8.0,
"[[1, 128, 128, 32]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7270.5,16.0,
"[[1, 128, 128, 32]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9655.5,16.0,
"[[1, 128, 128, 32]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7214.0,16.0,
"[[1, 128, 128, 32]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6428.0,4.0,
"[[1, 128, 128, 32]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6055.0,4.0,
"[[1, 128, 128, 32]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,10867.0,4.0,
"[[1, 128, 128, 32]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,10682.5,4.0,
"[[1, 128, 128, 48]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7968.5,4.0,
"[[1, 128, 128, 48]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11052.0,16.0,
"[[1, 128, 128, 48]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8014.5,8.0,
"[[1, 128, 128, 48]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11699.5,16.0,
"[[1, 128, 128, 48]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,5134.5,2.0,
"[[1, 128, 128, 48]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9481.5,4.0,
"[[1, 128, 128, 48]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,13419.0,2.0,
"[[1, 128, 128, 48]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,13988.5,2.0,
"[[1, 128, 128, 64]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,5769.5,2.0,
"[[1, 128, 128, 64]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,8875.0,8.0,
"[[1, 128, 128, 64]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10601.0,8.0,
"[[1, 128, 128, 64]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7562.0,8.0,
"[[1, 128, 128, 64]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6862.5,2.0,
"[[1, 128, 128, 64]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6125.5,2.0,
"[[1, 128, 128, 64]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,22498.5,2.0,
"[[1, 128, 128, 64]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,21972.0,2.0,
"[[1, 128, 128, 96]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,2234.5,1024.0,
"[[1, 128, 128, 96]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11344.0,8.0,
"[[1, 128, 128, 96]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8425.5,4.0,
"[[1, 128, 128, 96]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11561.5,8.0,
"[[1, 128, 128, 96]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10525.5,2.0,
"[[1, 128, 128, 96]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9092.0,2.0,
